individual,area,max_width,max_length,analyst
s_004_45_001_012,8.251,2.762,4.576,aditi
s_004_45_001_013,19.861,4.619,6.829,aditi
s_004_45_001_014,4.939,2.057,3.252,justin
s_004_45_001_015,4.298,2.495,2.948,aditi
s_004_52_001_001,28.734,6.062,8.629,aditi
s_004_52_001_002,20.987,5.076,6.686,aditi
s_004_52_001_003,9.24,3.057,4.771,aditi
s_004_52_001_004,4.431,2.581,3.124,aditi
s_004_52_001_005,9.802,2.895,5.219,aditi
s_004_52_001_006,5.298,2.362,2.971,aditi
s_004_52_001_007,20.367,5.667,6.157,aditi
s_004_52_001_008,6.213,2.029,4.61,aditi
s_004_52_001_009,6.923,2.4,4.81,aditi
s_004_52_001_010,13.763,4.495,5.533,aditi
s_004_52_001_011,7.098,2.324,4.343,aditi
s_004_52_001_012,6.439,2.876,3.738,aditi
s_004_52_001_013,4.783,2.076,4.324,aditi
s_004_66_001_003,6.642,2.824,4.095,aditi
s_004_66_001_006,9.19,3.514,5.19,aditi
s_004_66_001_009,5.447,2.648,4.005,aditi
s_004_66_001_010,8.322,3.076,4.167,aditi
s_004_66_001_011,5.15,2.395,3.048,aditi
s_004_66_001_012,4.894,2.052,3.867,aditi
s_004_66_001_016,4.74,2.343,3.662,aditi
s_004_66_001_021,40.178,6.438,10.133,aditi
s_004_66_001_022,22.566,5.905,5.905,aditi
s_004_66_001_024,11.779,4.419,4.505,aditi
s_004_66_002_001,10.58,3.076,5.476,aditi
s_004_66_002_002,10.15,3.752,4.362,aditi
s_004_66_002_004,20.797,5.21,5.943,aditi
s_004_66_002_005,22.733,4.495,6.571,aditi
s_004_66_002_007,7.279,3.129,3.457,aditi
s_004_66_002_008,5.037,1.429,5.243,aditi
s_004_66_002_013,13.64,3.876,5,aditi
s_004_66_002_014,12.725,3.486,5.714,aditi
s_004_66_002_015,6.778,2.581,4.019,aditi
s_004_66_002_017,8.013,3.21,3.714,aditi
s_004_66_002_018,12.642,3.533,5.181,aditi
s_004_66_002_019,5.821,2.981,3.267,aditi
s_004_66_002_020,8.925,3.162,4.162,aditi
s_004_66_002_023,6.832,2.471,3.771,aditi
s_004_80_001_001,13.887,3.371,6.248,aditi
s_004_80_001_002,23.464,5.762,7.133,aditi
s_004_80_001_003,9.97,3.248,4.571,aditi
s_004_80_001_004,14.448,4.457,5,aditi
s_004_80_001_005,28.144,6,7.267,aditi
s_004_80_001_006,41.973,7.305,9.105,aditi
s_004_80_001_007,15.278,3.419,5.781,aditi
s_004_80_001_008,10.113,2.914,4.933,aditi
s_004_80_001_009,4.266,1.895,3.448,aditi
s_004_80_001_010,12.803,3.486,5.671,aditi
s_004_80_001_011,13.549,3.886,6.21,aditi
s_004_80_001_012,20.076,5.667,7.505,aditi
s_004_80_001_013,13.774,3.581,6.4,aditi
s_004_80_001_014,6.737,3,4.186,aditi
s_004_80_001_015,3.948,2.048,2.924,aditi
s_004_80_001_016,4.717,2.029,3.533,aditi
s_004_80_001_017,11.831,3.838,4.952,aditi
s_004_80_001_031,4.081,1.686,3.448,aditi
s_004_80_002_018,7.692,2.295,4.867,aditi
s_004_80_002_019,32.738,6.381,8.448,aditi
s_004_80_002_021,7.599,3.39,3.381,aditi
s_004_80_002_022,4.767,2.2,3.981,aditi
s_004_80_002_023,5.141,1.857,4.424,aditi
s_004_80_002_024,22.682,5.8,6.314,aditi
s_004_80_002_025,9.029,3.224,5.005,aditi
s_004_80_002_026,15.864,4.19,5.933,aditi
s_004_80_002_027,34.046,6.667,7.781,aditi
s_004_80_002_028,8.98,3.348,4.543,aditi
s_004_80_002_029,10.57,2.952,4.871,aditi
s_004_80_002_030,8.451,3.01,4.652,aditi
s_004_80_002_032,5.242,2.143,4.419,aditi
s_004_80_002_033,15.796,4.467,5.848,aditi
s_004_80_002_034,5.459,2.714,3.505,aditi
s_004_80_002_035,8.02,3.648,3.952,aditi
s_004_80_002_037,9.137,2.9,5.352,aditi
s_004_80_002_038,7.38,3.124,3.81,aditi
s_004_80_002_039,7.7,2.943,3.776,aditi
s_004_80_002_040,7.887,3,3.648,aditi
s_004_80_002_041,5.975,2.886,3.61,aditi
s_004_80_003_020,36.888,7.914,8.505,aditi
s_004_80_003_036,5.999,2.638,4.052,aditi
s_005_036_001_001,11.152,3.933,5.448,aditi
s_005_036_001_002,5.328,2.733,3.443,aditi
s_005_036_001_003,8.506,3.038,4.4,aditi
s_005_036_001_004,10.983,4.248,4.257,aditi
s_005_036_001_005,10.044,3.067,6.152,aditi
s_005_036_001_006,5.776,2.033,4.371,aditi
s_005_036_001_007,4.042,1.41,3.762,aditi
s_005_036_001_008,7.342,2.657,4.514,aditi
s_005_036_001_009,5.124,2.295,3.476,aditi
s_005_040_001_001,25.138,4.543,9.095,aditi
s_005_040_001_001,31.843,5.495,8.19,megan
s_005_040_001_002,25.542,5.724,7.119,aditi
s_005_040_001_002,19.563,4.581,6.429,megan
s_005_040_001_003,21.171,5.267,6.657,megan
s_005_040_001_004,23.383,5.038,6.257,megan
s_005_040_001_005,13.993,2.943,5.933,aditi
s_005_040_001_005,13.898,4.048,5.2,megan
s_005_040_001_006,18.497,3.667,6.724,aditi
s_005_040_001_006,10.095,2.829,5.571,megan
s_005_040_001_007,11.305,4.048,5.495,megan
s_005_040_001_008,9.597,3.295,4.276,megan
s_005_040_001_009,10.104,3.219,4.895,megan
s_005_040_001_010,5.001,2.143,3.21,megan
s_005_040_001_011,13.689,3.886,5.61,aditi
s_005_040_001_011,7.235,2.448,5.038,megan
s_005_040_001_012,8.539,3.295,3.943,aditi
s_005_040_001_012,6.707,2.981,3.819,megan
s_005_040_001_013,8.635,3.133,4.124,megan
s_005_040_001_014,6.833,2.457,4.533,megan
s_005_040_001_015,15.666,4.238,5.4,aditi
s_005_040_001_015,5.551,2.524,3.667,megan
s_005_040_001_020,6.313,2.419,3.619,aditi
s_005_040_001_024,6.28,2.8,3.857,aditi
s_005_040_001_025,10.096,3.295,4.848,aditi
s_005_040_001_026,5.784,2.276,4.029,aditi
s_005_040_002_016,20.187,4.167,6.133,justin
s_005_040_002_017,15.307,4.595,5.576,justin
s_005_040_002_018,10.53,2.443,5.676,justin
s_005_040_002_019,7.649,3.386,3.652,justin
s_005_040_002_021,8.158,3.548,4.248,justin
s_005_040_002_022,5.444,1.867,5.367,justin
s_005_040_002_023,9.448,3.6,5.057,justin
s_005_040_002_027,11.26,3.229,5.186,justin
s_005_048_001_001,46.034,7.41,8.657,aditi
s_005_048_001_002,32.483,6.848,8.343,aditi
s_005_048_001_003,25.007,4.843,7.657,aditi
s_005_048_001_004,16.211,4.105,6.414,aditi
s_005_048_001_005,18.082,4.343,6.505,aditi
s_005_048_001_006,13.812,3.562,6.529,aditi
s_005_048_001_007,13.287,3.314,5.752,aditi
s_005_048_001_008,15.149,4.629,5.629,aditi
s_005_048_001_009,9.019,3.371,4.324,aditi
s_005_048_001_010,7.36,3.419,3.857,aditi
s_005_048_001_011,6.472,2.543,4.019,aditi
s_005_048_001_012,6.642,3.143,3.662,aditi
s_005_048_001_013,6.03,2.457,3.8,aditi
s_005_048_001_014,5.192,1.576,4.676,aditi
s_005_053_001_001,45.34,6.448,10.781,aditi
s_005_053_001_002,25.6,5.257,7.329,aditi
s_005_053_001_003,24.359,5.095,8.843,aditi
s_005_053_001_004,18.616,4.514,6.305,aditi
s_005_053_001_005,22.74,5.324,7.838,aditi
s_005_053_001_006,13.861,4.462,4.79,aditi
s_005_053_001_007,14.15,4,6.271,aditi
s_005_053_001_008,11.605,3.686,4.79,aditi
s_005_053_001_009,8.227,2.648,4.943,aditi
s_005_053_001_010,6.976,2.457,5.1,aditi
s_005_053_001_011,6.926,3.033,3.957,aditi
s_005_053_001_012,4.653,1.867,4.114,aditi
s_005_053_001_013,5.663,2.467,3.857,aditi
s_005_053_001_014,4.561,1.724,3.829,aditi
s_005_053_001_015,4.809,2.229,3.819,aditi
s_005_053_001_016,4.224,1.986,4.171,justin
s_005_068_001_001,33.387,5.524,8.457,aditi
s_005_068_001_002,8.253,2.562,4.333,aditi
s_005_068_001_003,10.713,3.452,4.81,aditi
s_005_068_001_004,13.023,3.724,4.99,aditi
s_005_068_001_005,7.58,2.524,4.448,aditi
s_005_068_001_006,4.969,2.124,4.286,aditi
s_005_068_001_007,6.623,2.581,3.614,aditi
s_005_068_001_008,6.646,2.99,3.433,aditi
s_005_093_001_001,26.576,4.143,10.1,aditi
s_005_093_001_002,31.238,5.829,8.452,aditi
s_005_093_001_003,10.439,3.31,5.814,aditi
s_005_093_001_004,19.97,4.762,5.933,aditi
s_005_093_001_005,12.739,3.39,5.276,aditi
s_005_093_001_006,14.176,4.676,5.495,aditi
s_005_093_001_007,12.322,2.819,7.333,aditi
s_005_093_001_008,16.679,4.562,5.262,aditi
s_005_093_001_009,12.988,3.695,6.057,aditi
s_005_093_001_010,12.555,3.862,5.5,aditi
s_005_093_001_011,15.475,3.895,5.61,aditi
s_005_093_001_012,14.077,4.438,5.133,aditi
s_005_093_001_013,15.348,3.914,6.114,aditi
s_005_093_001_014,11.776,3.219,4.929,aditi
s_005_093_001_015,10.359,3.09,4.419,aditi
s_005_093_001_016,10.828,3.552,4.581,aditi
s_005_093_001_017,10.331,3,5.238,aditi
s_005_093_001_027,10.019,2.838,5.876,aditi
s_005_093_001_029,5.755,1.971,4.5,aditi
s_005_093_001_033,5.371,2.819,3.719,aditi
s_005_093_001_036,3.339,1.59,2.81,aditi
s_005_093_001_041,5.411,2.29,3.652,aditi
s_005_093_001_042,3.914,1.767,5.124,aditi
s_005_093_001_044,4.895,2.6,3.01,aditi
s_005_093_001_046,3.119,1.21,4.705,aditi
s_005_093_002_018,13.06,3.343,5,aditi
s_005_093_002_019,9.684,3.124,4.59,aditi
s_005_093_002_020,12.893,3.619,5.433,aditi
s_005_093_002_021,11.941,3.986,4.848,aditi
s_005_093_002_022,7.531,2.943,4.486,aditi
s_005_093_002_023,9.676,3.476,4.143,aditi
s_005_093_002_024,8.94,3.319,3.99,aditi
s_005_093_002_025,8.206,3.076,4.162,aditi
s_005_093_002_026,9.26,2.505,5.333,aditi
s_005_093_002_027,9.828,2.867,5.752,aditi
s_005_093_002_028,7.323,2.262,5.657,aditi
s_005_093_002_030,8.478,3.252,4.257,aditi
s_005_093_002_031,7.506,3.086,4.238,aditi
s_005_093_002_032,7.828,3.69,3.8,aditi
s_005_093_002_034,5.345,2.495,3.81,aditi
s_005_093_002_035,7.378,3.238,3.448,aditi
s_005_093_002_037,5.781,2.581,4.31,aditi
s_005_093_002_038,7.827,3.286,3.471,aditi
s_005_093_002_039,5.235,2.267,3.61,aditi
s_005_093_002_040,5.597,2.362,4.2,aditi
s_005_093_002_043,5.246,2.219,3.757,aditi
s_005_093_002_045,5.352,2.581,3.267,aditi
s_006_044_001_001,38.626,6.762,8.2,aditi
s_006_044_001_002,18.461,3.671,6.01,aditi
s_006_044_001_003,7.84,2.771,4.186,aditi
s_006_044_001_004,8.166,2.905,4.019,aditi
s_006_044_001_005,6.202,2.167,3.543,aditi
s_006_044_001_006,5.609,2.314,3.162,aditi
s_006_044_001_007,3.55,1.714,3.124,aditi
s_006_044_001_008,10.352,3.562,4.51,aditi
s_006_044_001_009,7.805,2.905,3.819,aditi
s_006_044_001_010,4.538,1.819,3.89,aditi
s_006_044_001_011,4.688,1.852,3.962,aditi
s_006_046_001_001,26.433,4.657,7.467,aditi
s_006_046_001_002,14.312,4.105,5.286,aditi
s_006_046_001_003,12.173,3.829,4.276,aditi
s_006_046_001_004,17.044,4.114,5.552,aditi
s_006_046_001_005,5.705,2.257,3.981,aditi
s_006_046_001_006,4.38,1.838,3.771,aditi
s_006_046_001_007,3.595,1.79,3,aditi
s_006_060_001_001,27.917,4.99,7.61,aditi
s_006_060_001_002,22.5,5.171,7.114,aditi
s_006_060_001_003,24.327,4.686,8.324,aditi
s_006_060_001_004,21.194,4.443,7.514,aditi
s_006_060_001_005,15.164,3.952,6.314,aditi
s_006_060_001_006,10.508,3.39,4.452,aditi
s_006_060_001_007,7.427,2.4,4.076,aditi
s_006_060_001_008,4.305,1.2,5.705,aditi
s_006_060_001_009,8.604,2.124,5.971,aditi
s_006_060_001_010,7.96,2.438,4.467,aditi
s_006_060_001_011,7.763,2.61,4.067,aditi
s_006_060_001_012,5.369,2.229,3.267,aditi
s_006_060_001_013,6.838,2.329,4.162,aditi
s_006_060_001_014,7.264,3.114,3.752,aditi
s_006_060_001_015,4.5,2.014,3.2,aditi
s_006_060_001_016,5.337,2.286,3.257,aditi
s_006_060_001_017,3.926,1.486,4.038,aditi
s_006_071_001_001,46.186,6.457,9.919,aditi
s_006_071_001_002,32.407,6.933,7.61,aditi
s_006_071_001_003,21.852,5.029,7.219,aditi
s_006_071_001_004,14.684,4.71,5.657,aditi
s_006_071_001_005,13.844,4.505,5.038,aditi
s_006_071_001_006,17.283,3.733,7.971,aditi
s_006_071_001_007,11.882,4.238,4.571,aditi
s_006_071_001_008,11.308,3.238,4.895,aditi
s_006_071_001_009,10.758,3.99,4.829,aditi
s_006_071_001_010,18.199,4.505,6.371,aditi
s_006_071_001_011,8.96,3.305,4.61,aditi
s_006_071_001_012,9.28,2.833,5.686,aditi
s_006_071_001_013,4.739,1.705,4.676,aditi
s_006_071_001_014,5.854,2.257,3.276,aditi
s_006_071_001_015,5.43,2.162,3.895,aditi
s_006_071_001_016,4.517,2.505,3.152,aditi
s_006_071_001_017,7.31,2.552,3.829,aditi
s_006_071_001_018,6.452,2.99,3.381,aditi
s_006_087_001_001,12.473,3.629,5.724,aditi
s_006_087_001_002,8.349,2.876,4.962,aditi
s_006_087_001_003,4.842,2.086,3.676,aditi
s_006_087_001_004,42.799,6.867,8.962,aditi
s_006_112_001_001,9.659,2.581,6.057,aditi
s_006_112_001_002,15.766,4.51,6.486,aditi
s_006_112_001_003,12.414,2.962,6.605,aditi
s_006_112_001_004,16.35,4.067,5.838,aditi
s_006_112_001_005,13.991,4.633,5.214,aditi
s_006_112_001_006,41.863,5.343,10.686,aditi
s_006_112_001_007,5.079,2.619,3.39,aditi
s_006_112_001_008,14.591,4.152,5.352,aditi
s_006_112_001_009,7.107,2.943,4.01,aditi
s_006_112_001_010,4.783,2.714,3.019,aditi
s_006_112_001_011,9.414,3.329,4.257,aditi
s_006_112_001_012,6.435,3.243,3.448,aditi
s_007_049_001_001,26.302,5.038,7.643,aditi
s_007_049_001_002,20.015,4.895,7.348,aditi
s_007_049_001_003,12.842,3.524,6.057,aditi
s_007_049_001_004,12.876,3.352,6.195,aditi
s_007_049_001_005,11.9,3.962,5.248,aditi
s_007_049_001_006,16.051,4.524,6.405,aditi
s_007_049_001_007,6.607,2,5.562,aditi
s_007_049_001_008,10.65,3.2,5.029,aditi
s_007_049_001_009,11.015,2.81,5.2,aditi
s_007_049_001_010,11.667,4.048,4.133,aditi
s_007_049_001_011,11.081,3.41,4.048,aditi
s_007_049_001_012,6.251,2.581,3.438,aditi
s_007_049_001_013,4.549,1.967,4.048,aditi
s_007_049_001_014,4.568,1.371,4.8,aditi
s_007_049_001_015,4.753,1.581,5.162,aditi
s_007_049_001_016,3.433,1.324,4.267,aditi
s_007_049_001_017,6.838,2.41,3.924,aditi
s_007_055_001_001,20.3,4.4,6.776,aditi
s_007_055_001_002,6.498,2.143,3.943,aditi
s_007_055_001_003,4.676,1.781,4.11,aditi
s_007_055_001_004,7.376,2.714,3.448,aditi
s_007_074_001_001,46.263,8.057,10.267,aditi
s_007_074_001_002,33.35,6.305,8.305,aditi
s_007_074_001_003,11.413,3.105,5.305,aditi
s_007_074_001_004,12.165,3.381,6.21,aditi
s_007_074_001_005,21.197,5.914,6.49,aditi
s_007_074_001_006,20.617,4.429,7.481,aditi
s_007_074_001_007,17.039,4.524,6.171,aditi
s_007_074_001_008,17.371,3.752,6.905,aditi
s_007_074_001_009,23.567,5.819,6.252,aditi
s_007_074_001_010,16.652,4.429,5.59,aditi
s_007_074_001_011,16.924,4.924,5.057,aditi
s_007_074_001_012,6.098,2.752,3.876,aditi
s_007_074_001_013,10.085,2.962,4.971,aditi
s_007_074_001_014,7.974,3.505,4.01,aditi
s_007_074_001_015,23.786,4.848,7.476,aditi
s_007_074_001_023,14.664,4.886,5.162,aditi
s_007_074_001_026,10.387,3.471,4.343,aditi
s_007_074_002_016,8.045,3.648,4.067,aditi
s_007_074_002_017,5.831,1.686,6.424,aditi
s_007_074_002_018,37.528,6.971,8.457,aditi
s_007_074_002_019,22.115,5.124,6.438,aditi
s_007_074_002_020,13.787,3.876,5.619,aditi
s_007_074_002_021,11.92,4.152,4.971,aditi
s_007_074_002_022,16.43,4.048,6.562,aditi
s_007_074_002_024,9.696,2.576,5.295,aditi
s_007_074_002_025,13.429,3.79,5.857,aditi
s_007_074_002_027,5.87,2.562,4.105,aditi
s_007_074_002_028,10.56,3.181,4.286,aditi
s_007_074_002_029,12.106,3.962,4.676,aditi
s_007_074_002_030,14.547,3.781,5.343,aditi
s_007_074_002_031,11.558,3.4,5.581,aditi
s_007_074_002_032,7.518,3.048,3.724,aditi
s_007_074_002_033,5.566,2.505,3.457,aditi
s_007_074_002_034,9.905,2.438,5.771,aditi
s_007_074_002_036,6.954,3.271,3.643,aditi
s_007_074_002_037,8.617,2.376,5.286,aditi
s_007_074_002_038,8.46,2.31,5.305,aditi
s_007_074_003_035,7.314,2.705,3.752,aditi
s_007_081_001_001,48.68,7.676,7.657,aditi
s_007_081_001_003,30.216,5.49,7.952,aditi
s_007_081_001_004,29.952,6.333,7.771,aditi
s_007_081_001_006,18.114,4.286,5.867,aditi
s_007_081_001_008,12.901,2.724,6.629,aditi
s_007_081_001_014,10.183,2.61,5.433,aditi
s_007_081_001_015,9.191,2.848,4.5,aditi
s_007_081_001_016,12.42,3.781,5.386,aditi
s_007_081_001_017,6.024,2.505,3.438,aditi
s_007_081_001_020,12.541,3.2,6.076,aditi
s_007_081_001_021,9.109,2.419,4.505,aditi
s_007_081_001_024,12.42,3.857,4.59,aditi
s_007_081_001_025,8.466,2.438,5.595,aditi
s_007_081_001_029,5.732,2.5,2.752,aditi
s_007_081_001_031,5.503,2.648,3.848,aditi
s_007_081_001_032,5.227,1.686,4.495,aditi
s_007_081_001_033,6.831,2.2,4.895,aditi
s_007_081_001_034,6.989,2.848,3.276,aditi
s_007_081_001_035,6.668,2.476,3.886,aditi
s_007_081_001_036,4.996,2.495,3.214,aditi
s_007_081_001_037,5.465,2.562,2.781,aditi
s_007_081_001_038,7.616,2.867,3.571,aditi
s_007_081_001_039,5.08,2.943,3.248,aditi
s_007_081_002_002,34.435,6.752,7.933,aditi
s_007_081_002_005,37.973,7.352,7.952,aditi
s_007_081_002_007,18.801,4.59,5.638,aditi
s_007_081_002_009,16.031,4.562,4.933,aditi
s_007_081_002_010,17.508,5.362,6,aditi
s_007_081_002_011,9.048,3.21,4.105,aditi
s_007_081_002_012,19.864,4.21,6.543,aditi
s_007_081_002_013,15.336,4.152,5.581,aditi
s_007_081_002_018,10.092,3.429,4.705,aditi
s_007_081_002_019,6.372,2.762,3.971,aditi
s_007_081_002_022,13.534,3.781,6.3,aditi
s_007_081_002_023,10.12,3.686,3.81,aditi
s_007_081_002_026,6.597,2.981,3.362,aditi
s_007_081_002_027,6.888,2.133,5.876,aditi
s_007_081_002_028,5.901,2.671,3.538,aditi
s_007_081_002_030,4.444,1.867,3.714,aditi
s_008_050_001_001,58.163,8.79,9.752,aditi
s_008_050_001_002,11.773,2.781,5.59,aditi
s_008_050_001_003,9.274,3.41,4.533,aditi
s_008_050_001_004,7.212,2.848,3.552,aditi
s_008_050_001_005,13.641,4.133,5.457,aditi
s_008_050_001_006,9.032,2.733,5.267,aditi
s_008_050_001_007,6.094,2.362,4.057,aditi
s_008_050_001_008,4.875,1.79,4.086,aditi
s_008_050_001_009,17.527,5.362,6.157,aditi
s_008_050_001_010,9.667,3.105,4.643,aditi
s_008_050_001_011,5.09,2.114,4.486,aditi
s_008_050_001_012,6.205,2.333,3.829,aditi
s_008_050_001_013,3.326,1.305,4.238,aditi
s_008_056_001_001,27.034,5.819,8.333,aditi
s_008_056_001_002,37.32,6.752,7.552,aditi
s_008_056_001_003,30.287,6.362,8.238,aditi
s_008_056_001_004,39.721,7.286,8.7,aditi
s_008_056_001_005,12.554,4.105,5.276,aditi
s_008_056_001_006,7.691,2.733,4.752,aditi
s_008_056_001_007,7.383,2.495,4.781,aditi
s_008_056_001_008,8.238,3.676,4.29,aditi
s_008_056_001_009,7.138,3.376,3.514,aditi
s_008_069_001_001,55.034,9.095,9.848,aditi
s_008_069_001_002,30.766,5.552,8.086,aditi
s_008_069_001_003,30.764,6.8,7.629,aditi
s_008_069_001_004,34.771,6.743,8.143,aditi
s_008_069_001_005,44.694,7.029,9.771,aditi
s_008_069_001_006,9.281,3.238,4.962,aditi
s_008_069_001_007,12.92,3.181,5.643,aditi
s_008_069_001_008,14.978,3.962,5.886,aditi
s_008_069_002_009,11.061,2.419,9.2,aditi
s_008_069_002_010,25.105,5.271,7.362,aditi
s_008_069_002_011,7.143,2.19,4.695,aditi
s_008_069_002_012,7.77,2.638,4.629,aditi
s_008_069_002_013,13.098,3.057,6.962,aditi
s_008_069_002_014,16.41,4.267,6.524,aditi
s_008_069_002_015,11.812,3.438,5.595,aditi
s_008_069_002_016,10.308,3.362,4.448,aditi
s_008_069_002_017,5.911,2.762,3.686,aditi
s_008_069_002_018,5.329,1.933,3.495,aditi
s_008_075_001_001,56.603,8.714,9.924,aditi
s_008_075_001_002,51.501,6.752,10.824,aditi
s_008_075_001_003,40.957,7.143,9.11,aditi
s_008_075_001_004,36.738,7.219,8.629,aditi
s_008_075_001_005,23.414,4.667,8.114,aditi
s_008_075_001_006,24.979,5.59,6.486,aditi
s_008_075_001_007,19.313,3.914,6.962,aditi
s_008_075_001_011,9.134,3.219,4.981,aditi
s_008_075_001_017,6.79,2.505,4.305,aditi
s_008_075_001_019,7.32,3.381,3.8,aditi
s_008_075_002_008,12.693,3.495,5.295,aditi
s_008_075_002_009,13.295,3.643,6.138,aditi
s_008_075_002_010,10.245,3.457,4.01,aditi
s_008_075_002_012,10.678,3.657,4.552,aditi
s_008_075_002_013,6.615,2.152,4.286,aditi
s_008_075_002_014,7.445,2.371,4.286,aditi
s_008_075_002_015,6.3,1.724,4.443,aditi
s_008_075_002_016,7.199,2.143,5.476,aditi
s_008_075_002_018,6.548,2.952,3.467,aditi
s_008_075_002_020,7.229,2.648,3.467,aditi
s_008_075_002_021,5.194,2.429,3.457,aditi
s_008_075_002_022,4.27,1.48,4.98,justin
s_008_089_001_001,19.245,4.571,6.943,aditi
s_008_089_001_002,15.591,4.41,6.438,aditi
s_008_089_001_003,29.93,6.181,8.124,aditi
s_008_089_001_004,28.876,5.267,8.181,aditi
s_008_089_001_005,29.239,5.933,8.248,aditi
s_008_089_001_006,23.341,6.519,6.638,aditi
s_008_089_001_007,21.318,4.467,7.229,aditi
s_008_089_001_008,31.798,5.152,9.257,aditi
s_008_089_001_009,10.33,3.457,5.057,aditi
s_008_089_001_022,8.801,3.562,3.738,aditi
s_008_089_001_023,7.257,3.362,3.638,aditi
s_008_089_002_010,10.615,3.057,4.829,aditi
s_008_089_002_011,17.563,4.752,5.933,aditi
s_008_089_002_012,13.458,4.148,5.219,aditi
s_008_089_002_013,5.62,2.533,3.971,aditi
s_008_089_002_014,16.507,4.248,5.381,aditi
s_008_089_002_015,7.481,1.952,5.4,aditi
s_008_089_002_016,11.03,3.495,4.867,aditi
s_008_089_002_017,8.224,3.152,4.171,aditi
s_008_089_002_018,12.644,3.41,6.338,aditi
s_008_089_002_019,10.239,3.743,4.8,aditi
s_008_089_002_020,12.429,3.2,6.829,aditi
s_008_089_002_021,8.858,2.8,4.467,aditi
s_008_089_002_024,8.675,3.39,5.029,aditi
s_008_089_002_025,9.228,3.438,4.219,aditi
s_008_089_002_026,5.874,2.695,4.048,aditi
s_008_089_002_027,7.844,2.981,3.795,aditi
s_008_089_002_028,6.049,2.4,3.648,aditi
s_008_090_001_001,28.179,5.219,7.629,aditi
s_008_090_001_002,25.463,6.152,7.105,aditi
s_008_090_001_003,21.038,4.21,6.143,aditi
s_008_090_001_004,13.814,3.324,6,aditi
s_008_090_001_005,13.255,4.067,5.067,aditi
s_008_090_001_006,11.339,3.629,4.59,aditi
s_008_090_001_007,8.016,2.124,5.357,aditi
s_008_090_001_008,7.315,3.095,3.886,aditi
s_008_090_001_009,10.869,3.457,4.59,aditi
s_008_090_001_010,5.58,2.667,4.129,aditi
s_008_090_001_012,26.245,4.6,8.848,aditi
s_008_090_001_013,16.641,4.762,5.248,aditi
s_008_090_002_011,9.962,3.067,4.905,aditi
s_008_090_002_014,11.62,3.438,4.314,aditi
s_008_090_002_015,13.716,3.562,6.171,aditi
s_008_090_002_016,4.338,2.243,3.038,aditi
s_008_090_002_017,7.073,2.41,3.81,aditi
s_008_090_002_018,5.845,2.733,3.076,aditi
s_008_090_002_019,5.997,2.152,3.981,aditi
s_008_108_001_001,55.538,8.371,11.2,aditi
s_008_108_001_002,36.011,6.886,7.486,aditi
s_008_108_001_003,20.003,3.371,9.738,aditi
s_008_108_001_004,30.014,5.038,9.314,aditi
s_008_108_001_005,22.94,4.562,7.595,aditi
s_008_108_001_006,17.186,3.752,7.829,aditi
s_008_108_001_007,21.941,4.381,7.219,aditi
s_008_108_001_008,18.003,3.952,6.114,aditi
s_008_108_001_009,26.404,5.838,7.805,aditi
s_008_108_001_012,6.473,3.295,3.152,aditi
s_008_108_001_017,9.007,3.238,5.086,aditi
s_008_108_001_018,6.39,3.057,3.571,aditi
s_008_108_002_010,8.033,2.114,5.895,aditi
s_008_108_002_011,7.368,3.5,4.152,aditi
s_008_108_002_013,9.365,2.743,5.648,aditi
s_008_108_002_014,7.513,3.257,4.448,aditi
s_008_108_002_015,8.352,3.1,5.033,aditi
s_008_108_002_016,5.367,2.2,3.676,aditi
s_008_108_002_019,4.866,1.952,3.724,aditi
s_008_108_002_020,11.195,3.429,5.757,aditi
s_008_108_002_021,6.649,2.133,4.914,aditi
s_008_108_002_022,16.171,4.495,6.286,aditi
s_008_108_002_023,11.546,3.267,6.457,aditi
s_008_125_001_001,78.774,9.229,12.876,aditi
s_008_125_001_002,33.082,5.429,8.714,aditi
s_008_125_001_003,37.331,5.829,9.762,aditi
s_008_125_001_004,23.124,5.867,6.962,aditi
s_008_125_001_005,13.149,3.443,6.086,aditi
s_008_125_001_006,11.046,3.4,5.862,aditi
s_008_125_001_007,14.02,3.81,5.743,aditi
s_008_125_002_008,15.743,3.562,5.543,aditi
s_008_125_002_009,17.391,4.438,5.524,aditi
s_008_125_002_010,6.032,2.076,5.581,aditi
s_008_125_002_011,10.629,2.886,4.638,aditi
s_008_125_002_012,8.326,3.095,4.219,aditi
s_008_125_002_013,6.212,1.743,4.695,aditi
s_008_125_002_014,7.445,2.771,4.019,aditi
s_008_125_002_015,6.79,2.629,4.181,aditi
s_008_125_002_016,3.721,1.667,2.981,aditi
s_008_125_002_017,5.807,2.381,3.481,aditi
s_008_146_001_001,20.45,3.895,7.867,aditi
s_008_146_001_002,30.203,6.857,7.61,aditi
s_008_146_001_003,11.034,3.952,4.995,aditi
s_008_146_001_004,17.623,4.314,6.048,aditi
s_008_146_001_005,19.524,4.629,6.562,aditi
s_008_146_001_006,9.848,2.514,5.143,aditi
s_008_146_001_007,9.435,3.214,5.59,aditi
s_008_146_001_008,8.649,3.357,4.467,aditi
s_008_146_001_009,6.82,2.648,4.276,aditi
s_008_146_001_010,13.119,4.433,5.143,aditi
s_008_146_001_011,6.436,2.276,3.638,aditi
s_008_146_001_012,5.864,2.114,3.581,aditi
